Rating;Year;Date;Player;Salary;Position;Bat_Order;Opp_Pitcher;Opp
3.2;2022;04/24/2022;70.75;Adam Frazier (L);$15;2B;1;SEA
3.2;2022;04/24/2022;70.75;Abraham Toro (S);$12;3B;6;SEA
2.9;2022;04/24/2022;70.55;DJ LeMahieu (R);$14;3B;1;NYY
2.9;2022;04/24/2022;70.05;Anthony Rizzo (L);$17;1B;3;NYY
3.8;2022;04/24/2022;70.00;Y. Grandal (S);$16;C;3;CWS
3.3;2022;04/24/2022;69.85;Vidal Brujan (S);$7;2B;7;TB
4.6;2022;04/24/2022;69.30;C. Blackmon (L);$14;OF;2;COL
3.7;2022;04/24/2022;69.15;Mitch Garver (R);$14;C;3;TEX
4.1;2022;04/24/2022;69.10;A. Meadows (L);$18;OF;2;DET
4.6;2022;04/24/2022;68.90;Connor Joe (R);$19;OF;1;COL
3.1;2022;04/24/2022;68.85;Mookie Betts (R);$19;OF;1;LAD
4.2;2022;04/24/2022;68.80;Austin Riley (R);$17;3B;3;ATL
4.1;2022;04/24/2022;68.65;Aledmys Diaz (R);$10;SS;7;HOU
3.7;2022;04/24/2022;68.30;L. Guillorme (L);$7;2B;7;NYM
5.6;2022;04/24/2022;68.30;M. Chavis (R);$13;1B;4;PIT
4.1;2022;04/24/2022;67.80;J. Candelario (S);$15;3B;4;DET
5;2022;04/24/2022;67.80;Juan Soto (L);$21;OF;2;WSH
3.9;2022;04/24/2022;67.60;Edmundo Sosa (R);$11;SS;7;STL
5.6;2022;04/24/2022;67.55;Y. Tsutsugo (L);$12;1B;5;PIT
4.6;2022;04/24/2022;67.25;R. Grichuk (R);$13;OF;5;COL
4.2;2022;04/24/2022;67.10;Ozzie Albies (S);$19;2B;1;ATL
5.6;2022;04/24/2022;66.90;Kevin Newman (R);$9;SS;7;PIT
4;2022;04/24/2022;66.90;Jo Adell (R);$13;OF;6;LAA
4.6;2022;04/24/2022;66.75;C.J. Cron (R);$21;1B;4;COL
3.9;2022;04/24/2022;66.00;Yadier Molina (R);$11;C;8;STL
4.6;2022;04/24/2022;65.95;P. Wisdom (R);$14;3B;8;CHC
4.1;2022;04/24/2022;65.90;J. Schoop (R);$14;2B;5;DET
3.1;2022;04/24/2022;65.40;Justin Turner (R);$13;3B;4;LAD
4.6;2022;04/24/2022;65.40;Nick Madrigal (R);$13;2B;9;CHC
4.5;2022;04/24/2022;65.35;Jazz Chisholm (L);$17;2B;1;MIA
4.8;2022;04/24/2022;64.75;Tommy Pham (R);$13;OF;3;CIN
3.1;2022;04/24/2022;64.45;F. Freeman (L);$19;1B;2;LAD
2.9;2022;04/24/2022;64.30;Joey Gallo (L);$11;OF;7;NYY
4.1;2022;04/24/2022;64.20;Kyle Tucker (L);$18;OF;6;HOU
3.3;2022;04/24/2022;63.90;H. Ramirez (R);$12;1B;3;TB
3.2;2022;04/24/2022;63.75;E. Suarez (R);$18;3B;4;SEA
5.6;2022;04/24/2022;63.60;Roberto Perez (R);$10;C;6;PIT
5.8;2022;04/24/2022;63.40;C. Mullins (L);$15;OF;1;BAL
4.2;2022;04/24/2022;63.20;Marcell Ozuna (R);$17;OF;4;ATL
3.1;2022;04/24/2022;63.05;Trea Turner (R);$18;SS;3;LAD
3.1;2022;04/24/2022;63.00;Max Muncy (L);$16;2B;5;LAD
5;2022;04/24/2022;62.85;Nelson Cruz (R);$13;1B;3;WSH
5;2022;04/24/2022;62.80;David Peralta (L);$11;OF;3;ARI
3.5;2022;04/24/2022;62.55;J.T. Realmuto (R);$16;C;5;PHI
4.8;2022;04/24/2022;62.50;Nick Senzel (R);$10;OF;6;CIN
4.1;2022;04/24/2022;62.45;T. Barnhart (L);$9;C;8;DET
3.3;2022;04/24/2022;62.35;R. Arozarena (R);$18;OF;1;TB
3.7;2022;04/24/2022;62.10;Marcus Semien (R);$17;2B;1;TEX
4.1;2022;04/24/2022;62.00;S. Torkelson (R);$17;1B;6;DET
4.6;2022;04/24/2022;61.95;L. Gurriel (R);$15;OF;5;TOR
3.8;2022;04/24/2022;61.55;Tim Anderson (R);$18;SS;1;CWS
3.7;2022;04/24/2022;61.35;T. Jankowski (L);$7;OF;9;NYM
3.9;2022;04/24/2022;61.35;Dylan Carlson (S);$16;OF;1;STL
2.9;2022;04/24/2022;61.25;Aaron Hicks (S);$14;OF;6;NYY
4.5;2022;04/24/2022;61.20;A. Garcia (R);$13;OF;5;MIA
4.1;2022;04/24/2022;61.20;Eric Haase (R);$9;OF;7;DET
3.7;2022;04/24/2022;61.00;Corey Seager (L);$18;SS;2;TEX
3.5;2022;04/24/2022;61.00;Rhys Hoskins (R);$20;1B;2;PHI
3.3;2022;04/24/2022;60.90;Wander Franco (S);$21;SS;2;TB
3.9;2022;04/24/2022;60.80;Max Kepler (L);$12;OF;4;MIN
4.8;2022;04/24/2022;60.80;Alejo Lopez (S);$7;2B;7;CIN
3.2;2022;04/24/2022;60.50;Ty France (R);$19;1B;2;SEA
3.5;2022;04/24/2022;60.35;Jean Segura (R);$15;2B;1;PHI
3.2;2022;04/24/2022;60.35;J. Y. Rodriguez (R);$13;OF;7;SEA
4.2;2022;04/24/2022;60.20;Manny Pina (R);$10;C;8;ATL
4.1;2022;04/24/2022;59.90;C. Yelich (L);$15;OF;2;MIL
3.7;2022;04/24/2022;59.60;James McCann (R);$12;C;8;NYM
4.6;2022;04/24/2022;59.45;Matt Chapman (R);$14;3B;6;TOR
3.8;2022;04/24/2022;58.75;A.J. Pollock (R);$18;OF;2;CWS
5.8;2022;04/24/2022;58.70;Trey Mancini (R);$12;1B;2;BAL
4;2022;04/24/2022;58.65;A. Velazquez (S);$11;SS;9;LAA
5.6;2022;04/24/2022;58.60;J. Marisnick (R);$7;OF;8;PIT
4.5;2022;04/24/2022;58.35;Jorge Soler (R);$17;OF;3;MIA
3.5;2022;04/24/2022;58.30;N. Castellanos (R);$20;OF;4;PHI
3.2;2022;04/24/2022;58.05;J.P. Crawford (L);$17;SS;5;SEA
3.5;2022;04/24/2022;57.75;K. Schwarber (L);$18;OF;6;PHI
4.2;2022;04/24/2022;57.75;Orlando Arcia (R);$8;OF;6;ATL
5.6;2022;04/24/2022;57.70;Ben Gamel (L);$10;OF;9;PIT
3.8;2022;04/24/2022;57.65;Jose Abreu (R);$16;1B;4;CWS
4.6;2022;04/24/2022;57.60;Ryan McMahon (L);$16;3B;7;COL
4.1;2022;04/24/2022;57.60;Jeremy Peña (R);$17;SS;8;HOU
4.6;2022;04/24/2022;57.35;Zack Collins (L);$11;C;4;TOR
3.9;2022;04/24/2022;57.05;H. Bader (R);$15;OF;9;STL
3.3;2022;04/24/2022;56.40;Manuel Margot (R);$12;OF;6;TB
3.9;2022;04/24/2022;56.40;Luis Arraez (L);$12;3B;2;MIN
3.9;2022;04/24/2022;56.30;Byron Buxton (R);$23;OF;1;MIN
3.2;2022;04/24/2022;56.20;Cal Raleigh (S);$8;C;9;SEA
4;2022;04/24/2022;56.05;Tony Kemp (L);$15;2B;1;OAK
3.3;2022;04/24/2022;56.00;Taylor Walls (S);$10;SS;5;TB
4.5;2022;04/24/2022;55.80;C. Santana (S);$9;1B;4;KC
3.8;2022;04/24/2022;55.20;Andrew Vaughn (R);$10;OF;6;CWS
4.5;2022;04/24/2022;54.25;E. Olivares (R);$8;OF;2;KC
4.5;2022;04/24/2022;54.10;Joey Wendle (L);$12;3B;7;MIA
4.1;2022;04/24/2022;54.10;Akil Baddoo (L);$15;OF;9;DET
4.8;2022;04/24/2022;54.05;Tyler Naquin (L);$16;OF;1;CIN
4.6;2022;04/24/2022;53.85;Elias Diaz (R);$14;C;6;COL
3.9;2022;04/24/2022;53.80;Jorge Polanco (S);$15;2B;3;MIN
5.8;2022;04/24/2022;53.70;R. Chirinos (R);$11;C;6;BAL
4.8;2022;04/24/2022;53.70;Joey Votto (L);$16;1B;4;CIN
4.2;2022;04/24/2022;53.45;Adam Duvall (R);$14;OF;5;ATL
4.5;2022;04/24/2022;53.20;W. Merrifield (R);$12;OF;1;KC
5.8;2022;04/24/2022;53.00;A. Santander (S);$16;OF;3;BAL
5.8;2022;04/24/2022;52.95;R. Mountcastle (R);$15;1B;4;BAL
4.5;2022;04/24/2022;51.90;S. Perez (R);$18;C;3;KC
3.5;2022;04/24/2022;51.70;Johan Camargo (S);$7;3B;8;PHI
4.5;2022;04/24/2022;51.70;Jesus Sanchez (L);$20;OF;4;MIA
4.6;2022;04/24/2022;51.70;Alan Trejo (R);$7;SS;9;COL
4;2022;04/24/2022;51.45;Austin Nola (R);$13;C;1;SD
3.7;2022;04/24/2022;51.30;Nate Lowe (L);$16;1B;5;TEX
3.3;2022;04/24/2022;51.10;Mike Zunino (R);$13;C;8;TB
4.6;2022;04/24/2022;50.85;Cavan Biggio (L);$7;2B;9;TOR
4;2022;04/24/2022;50.80;J. Cronenworth (L);$12;2B;2;SD
4;2022;04/24/2022;50.75;Sean Murphy (R);$16;C;3;OAK
5;2022;04/24/2022;50.65;Keibert Ruiz (S);$13;C;4;WSH
3.7;2022;04/24/2022;50.65;Jonah Heim (S);$12;C;6;TEX
4.6;2022;04/24/2022;50.35;Jose Iglesias (R);$12;SS;8;COL
5.8;2022;04/24/2022;49.90;Austin Hays (R);$15;OF;5;BAL
4.6;2022;04/24/2022;49.80;Raimel Tapia (L);$12;OF;7;TOR
4.6;2022;04/24/2022;49.75;S. Espinal (R);$12;2B;8;TOR
4;2022;04/24/2022;49.60;Sheldon Neuse (R);$11;2B;2;OAK
4.5;2022;04/24/2022;49.40;G. Cooper (R);$15;1B;6;MIA
5;2022;04/24/2022;49.25;C. Hernandez (S);$12;2B;1;WSH
4.8;2022;04/24/2022;49.10;Kyle Farmer (R);$14;SS;2;CIN
3.9;2022;04/24/2022;49.05;Gio Urshela (R);$12;3B;5;MIN
4.2;2022;04/24/2022;48.85;D. Swanson (R);$12;SS;7;ATL
3.8;2022;04/24/2022;48.70;Gavin Sheets (L);$15;1B;5;CWS
4.8;2022;04/24/2022;48.30;Colin Moran (L);$11;3B;5;CIN
4;2022;04/24/2022;48.25;Manny Machado (R);$20;3B;3;SD
4.1;2022;04/24/2022;48.20;Omar Narvaez (L);$11;C;6;MIL
4.1;2022;04/24/2022;48.10;Rowdy Tellez (L);$14;1B;4;MIL
3.1;2022;04/24/2022;47.35;H. Alberto (R);$7;3B;8;LAD
4.5;2022;04/24/2022;47.15;Jon Berti (R);$8;2B;8;MIA
4;2022;04/24/2022;47.05;S. Piscotty (R);$7;OF;5;OAK
4.1;2022;04/24/2022;46.90;A. McCutchen (R);$16;OF;1;MIL
5;2022;04/24/2022;46.45;D. Varsho (L);$17;OF;1;ARI
4.1;2022;04/24/2022;46.30;Willy Adames (R);$15;SS;3;MIL
4.5;2022;04/24/2022;46.30;J. Stallings (R);$11;C;9;MIA
4;2022;04/24/2022;46.30;Austin Allen (L);$7;C;6;OAK
3.2;2022;04/24/2022;45.75;J. Kelenic (L);$17;OF;8;SEA
5;2022;04/24/2022;45.70;G. Perdomo (S);$8;SS;7;ARI
4.4;2022;04/24/2022;45.40;X. Bogaerts (R);$17;SS;4;BOS
4.1;2022;04/24/2022;45.10;H. Renfroe (R);$14;OF;5;MIL
5;2022;04/24/2022;45.10;S. Alcantara (S);$10;3B;2;ARI
4;2022;04/24/2022;45.05;B. McKinney (L);$7;1B;7;OAK
3.9;2022;04/24/2022;45.00;Nick Gordon (L);$9;OF;7;MIN
4.3;2022;04/24/2022;44.75;Jose Ramirez (S);$22;3B;3;CLE
3.8;2022;04/24/2022;44.05;Leury Garcia (S);$7;2B;7;CWS
2.9;2022;04/24/2022;43.80;I. Kiner-Falefa (R);$14;SS;8;NYY
3.5;2022;04/24/2022;43.80;Matt Vierling (R);$9;OF;9;PHI
3.3;2022;04/24/2022;43.45;K. Kiermaier (L);$11;OF;9;TB
3.5;2022;04/24/2022;43.40;Alec Bohm (R);$12;3B;7;PHI
3.1;2022;04/24/2022;43.30;C. Bellinger (L);$15;OF;7;LAD
4.1;2022;04/24/2022;43.15;M. Maldonado (R);$9;C;9;HOU
4.4;2022;04/24/2022;43.00;Trevor Story (R);$17;2B;1;BOS
3.9;2022;04/24/2022;42.95;Miguel Sano (R);$8;1B;8;MIN
5;2022;04/24/2022;42.85;J. McCarthy (L);$8;OF;6;ARI
3.7;2022;04/24/2022;42.75;Joey Bart (R);$14;C;9;SF
3.1;2022;04/24/2022;42.30;Chris Taylor (R);$17;OF;6;LAD
4.2;2022;04/24/2022;42.05;G. Heredia (R);$7;OF;9;ATL
2.9;2022;04/24/2022;41.80;Jose Trevino (R);$10;C;9;NYY
3.1;2022;04/24/2022;41.70;Austin Barnes (R);$8;C;9;LAD
3.7;2022;04/24/2022;41.65;Nick Solak (R);$13;OF;7;TEX
3.7;2022;04/24/2022;41.15;Adolis Garcia (R);$15;OF;4;TEX
5.8;2022;04/24/2022;40.50;Jorge Mateo (R);$12;SS;7;BAL
5;2022;04/24/2022;39.60;C. Walker (R);$15;1B;4;ARI
5;2022;04/24/2022;39.35;Lane Thomas (R);$11;OF;7;WSH
3.8;2022;04/24/2022;39.05;Adam Haseley (L);$7;OF;8;CWS
5.8;2022;04/24/2022;38.70;K. Gutierrez (R);$8;3B;8;BAL
4.5;2022;04/24/2022;38.60;A. Mondesi (S);$13;SS;6;KC
4.4;2022;04/24/2022;38.40;Rafael Devers (L);$20;3B;3;BOS
4.4;2022;04/24/2022;38.40;Alex Verdugo (L);$15;OF;5;BOS
3.7;2022;04/24/2022;38.15;C. Culberson (R);$11;3B;8;TEX
3.9;2022;04/24/2022;38.15;T. Larnach (L);$10;OF;6;MIN
5;2022;04/24/2022;37.95;Seth Beer (L);$15;1B;5;ARI
4.8;2022;04/24/2022;37.95;J.T. Riddle (L);$7;SS;8;CIN
4.3;2022;04/24/2022;37.75;Steven Kwan (L);$17;OF;2;CLE
3.8;2022;04/24/2022;37.05;Danny Mendick (R);$7;2B;9;CWS
5;2022;04/24/2022;36.35;Maikel Franco (R);$10;3B;6;WSH
4;2022;04/24/2022;35.40;Seth Brown (L);$15;OF;4;OAK
5;2022;04/24/2022;35.30;Y. Hernandez (L);$12;OF;5;WSH
4.4;2022;04/24/2022;33.45;E. Hernandez (R);$19;OF;2;BOS
4;2022;04/24/2022;33.40;Wil Myers (R);$11;OF;6;SD
4;2022;04/24/2022;33.20;J. Profar (S);$13;OF;4;SD
4.5;2022;04/24/2022;33.10;B. Witt Jr. (R);$11;3B;7;KC
5;2022;04/24/2022;32.95;Jose Herrera (S);$7;C;9;ARI
4;2022;04/24/2022;32.85;Trent Grisham (L);$12;OF;8;SD
4;2022;04/24/2022;32.80;Jorge Alfaro (R);$9;C;7;SD
4.1;2022;04/24/2022;32.75;Jace Peterson (L);$8;3B;8;MIL
4;2022;04/24/2022;32.35;Nick Allen (R);$7;SS;8;OAK
4.3;2022;04/24/2022;31.80;Amed Rosario (R);$13;SS;5;CLE
4.1;2022;04/24/2022;31.60;Keston Hiura (R);$10;1B;7;MIL
4.3;2022;04/24/2022;31.45;Josh Naylor (L);$14;OF;4;CLE
4.3;2022;04/24/2022;31.35;Myles Straw (R);$17;OF;1;CLE
5;2022;04/24/2022;31.20;Nick Ahmed (R);$12;SS;8;ARI
5;2022;04/24/2022;30.70;Lucius Fox (S);$7;SS;9;WSH
4.5;2022;04/24/2022;30.40;Cam Gallagher (R);$7;C;9;KC
4.5;2022;04/24/2022;28.90;Hunter Dozier (R);$16;1B;5;KC
4.1;2022;04/24/2022;28.80;Tyrone Taylor (R);$9;OF;9;MIL
4;2022;04/24/2022;28.35;Eric Hosmer (L);$12;1B;5;SD
4.3;2022;04/24/2022;28.05;A. Gimenez (L);$11;2B;7;CLE
4.4;2022;04/24/2022;28.00;C. Arroyo (R);$9;2B;7;BOS
4.8;2022;04/24/2022;28.00;M. Kolozsvary (R);$7;C;9;CIN
4.4;2022;04/24/2022;27.80;Bobby Dalbec (R);$10;1B;6;BOS
4;2022;04/24/2022;27.10;M. McDonald (L);$7;OF;9;OAK
3.7;2022;04/24/2022;26.85;Eli White (R);$9;OF;9;TEX
3.9;2022;04/24/2022;24.55;Jose Godoy (L);$7;C;9;MIN
5.8;2022;04/24/2022;24.10;Chris Owings (R);$12;2B;9;BAL
4.4;2022;04/24/2022;24.00;Rob Refsnyder (R);$7;OF;9;BOS
4.3;2022;04/24/2022;23.80;Owen Miller (R);$11;1B;6;CLE
4.3;2022;04/24/2022;23.70;Austin Hedges (R);$9;C;9;CLE
4.4;2022;04/24/2022;21.65;C. Vazquez (R);$10;C;8;BOS
5;2022;04/24/2022;21.35;A. Escobar (R);$14;SS;8;WSH
4;2022;04/24/2022;20.40;Ha-seong Kim (R);$11;SS;9;SD
4.3;2022;04/24/2022;20.00;Oscar Mercado (R);$11;OF;8;CLE
4.5;2022;04/24/2022;16.10;M. Taylor (R);$11;OF;8;KC
3.7;2022;04/25/2022;91.45;Max Muncy (L);$13;2B;4;LAD
3.7;2022;04/25/2022;87.55;Justin Turner (R);$8;3B;5;LAD
3.7;2022;04/25/2022;87.05;Mookie Betts (R);$16;OF;1;LAD
3.7;2022;04/25/2022;86.40;Trea Turner (R);$19;SS;3;LAD
3.7;2022;04/25/2022;84.80;Will Smith (R);$13;C;6;LAD
3.7;2022;04/25/2022;81.10;F. Freeman (L);$21;1B;2;LAD
4.1;2022;04/25/2022;78.95;Y. Alvarez (L);$19;OF;4;HOU
4.1;2022;04/25/2022;77.80;Alex Bregman (R);$16;3B;3;HOU
4.1;2022;04/25/2022;75.80;Kyle Tucker (L);$12;OF;6;HOU
3.9;2022;04/25/2022;75.65;Bo Bichette (R);$13;SS;2;TOR
4.1;2022;04/25/2022;74.70;Y. Gurriel (R);$9;1B;5;HOU
4.1;2022;04/25/2022;74.40;C. McCormick (R);$11;OF;1;HOU
4.6;2022;04/25/2022;71.60;Mitch Garver (R);$10;C;4;TEX
4.6;2022;04/25/2022;71.40;Corey Seager (L);$14;SS;3;TEX
3.9;2022;04/25/2022;70.20;Shohei Ohtani (L);$18;OF;2;LAA
4.6;2022;04/25/2022;69.60;Marcus Semien (R);$11;2B;1;TEX
4.1;2022;04/25/2022;69.50;M. Brantley (L);$15;OF;2;HOU
3.9;2022;04/25/2022;69.35;A. Kirk (R);$9;C;6;TOR
3.7;2022;04/25/2022;68.95;C. Bellinger (L);$16;OF;7;LAD
3.9;2022;04/25/2022;68.30;V. Guerrero Jr. (R);$21;1B;3;TOR
4.1;2022;04/25/2022;66.35;Aledmys Diaz (R);$7;SS;7;HOU
3.9;2022;04/25/2022;66.20;Mike Trout (R);$23;OF;3;LAA
3.9;2022;04/25/2022;64.75;A. Rendon (R);$17;3B;5;LAA
5.1;2022;04/25/2022;64.60;David Peralta (L);$8;OF;3;ARI
4.3;2022;04/25/2022;64.60;Franmil Reyes (R);$9;OF;4;CLE
3.9;2022;04/25/2022;64.50;G. Springer (R);$19;OF;1;TOR
3.9;2022;04/25/2022;63.65;Jared Walsh (L);$13;1B;4;LAA
5.1;2022;04/25/2022;62.35;Ketel Marte (S);$14;2B;2;ARI
3.7;2022;04/25/2022;61.85;Chris Taylor (R);$17;OF;8;LAD
4.1;2022;04/25/2022;61.80;Jason Castro (L);$9;C;8;HOU
3.9;2022;04/25/2022;61.20;L. Gurriel (R);$13;OF;4;TOR
3;2022;04/25/2022;60.50;Brandon Nimmo (L);$17;OF;1;NYM
3.9;2022;04/25/2022;60.50;Raimel Tapia (L);$8;OF;7;TOR
3;2022;04/25/2022;59.00;S. Marte (R);$15;OF;2;NYM
4.3;2022;04/25/2022;58.25;Amed Rosario (R);$10;SS;2;CLE
4.3;2022;04/25/2022;57.65;X. Bogaerts (R);$17;SS;3;BOS
5.1;2022;04/25/2022;56.85;Carson Kelly (R);$7;C;7;ARI
4.3;2022;04/25/2022;56.75;Bobby Dalbec (R);$7;1B;7;BOS
4.3;2022;04/25/2022;56.15;Alex Verdugo (L);$16;OF;2;BOS
3;2022;04/25/2022;55.20;Peter Alonso (R);$18;1B;4;NYM
3.7;2022;04/25/2022;54.50;Gavin Lux (L);$14;2B;9;LAD
3.9;2022;04/25/2022;53.95;Taylor Ward (R);$16;OF;1;LAA
5.1;2022;04/25/2022;53.95;D. Varsho (L);$16;OF;1;ARI
4.3;2022;04/25/2022;53.45;E. Hernandez (R);$15;OF;1;BOS
4.3;2022;04/25/2022;53.10;J.D. Martinez (R);$17;OF;5;BOS
4.3;2022;04/25/2022;53.10;Jose Ramirez (S);$25;3B;3;CLE
3.9;2022;04/25/2022;51.50;Matt Chapman (R);$14;3B;5;TOR
4.6;2022;04/25/2022;51.15;Nate Lowe (L);$16;1B;6;TEX
4.1;2022;04/25/2022;50.35;Jeremy Peña (R);$16;SS;9;HOU
4.3;2022;04/25/2022;49.70;Rafael Devers (L);$21;3B;4;BOS
4.3;2022;04/25/2022;49.35;Myles Straw (R);$17;OF;1;CLE
5.1;2022;04/25/2022;48.45;Pavin Smith (L);$11;OF;6;ARI
3;2022;04/25/2022;48.25;Robinson Cano (L);$7;2B;6;NYM
4.3;2022;04/25/2022;48.15;C. Arroyo (R);$7;2B;8;BOS
3.9;2022;04/25/2022;47.40;Tyler Wade (L);$9;2B;9;LAA
5.1;2022;04/25/2022;46.95;C. Walker (R);$12;1B;4;ARI
3.9;2022;04/25/2022;46.25;Max Stassi (R);$12;C;8;LAA
4.6;2022;04/25/2022;46.25;Nick Solak (R);$13;OF;5;TEX
4.6;2022;04/25/2022;45.95;Adolis Garcia (R);$12;OF;2;TEX
4.3;2022;04/25/2022;45.35;K. Plawecki (R);$7;C;9;BOS
3;2022;04/25/2022;45.30;F. Lindor (S);$20;SS;3;NYM
3.9;2022;04/25/2022;44.95;S. Espinal (R);$13;2B;8;TOR
3;2022;04/25/2022;44.45;E. Escobar (S);$15;3B;5;NYM
4.3;2022;04/25/2022;43.15;J. Bradley (L);$7;OF;6;BOS
4.6;2022;04/25/2022;42.95;C. Culberson (R);$11;3B;7;TEX
4.6;2022;04/25/2022;42.85;Andy Ibanez (R);$10;3B;8;TEX
5.1;2022;04/25/2022;41.95;Seth Beer (L);$14;1B;5;ARI
4.3;2022;04/25/2022;41.60;Austin Hedges (R);$7;C;8;CLE
3.9;2022;04/25/2022;41.45;Matt Duffy (R);$12;1B;6;LAA
3.7;2022;04/25/2022;41.10;P. Goldschmidt (R);$18;1B;2;STL
4.3;2022;04/25/2022;40.75;Josh Naylor (L);$18;OF;5;CLE
5.1;2022;04/25/2022;40.70;G. Perdomo (S);$7;SS;9;ARI
3.7;2022;04/25/2022;39.80;Tommy Edman (S);$18;2B;1;STL
3.7;2022;04/25/2022;38.80;C. Dickerson (L);$7;OF;5;STL
3;2022;04/25/2022;36.75;Mark Canha (R);$13;OF;7;NYM
3.9;2022;04/25/2022;35.15;Jo Adell (R);$9;OF;7;LAA
3.7;2022;04/25/2022;34.25;Tyler O'Neill (R);$16;OF;3;STL
4.6;2022;04/25/2022;33.95;Eli White (R);$9;OF;9;TEX
3;2022;04/25/2022;33.85;Jeff McNeil (L);$13;OF;8;NYM
4.3;2022;04/25/2022;33.40;A. Gimenez (L);$13;2B;7;CLE
3.7;2022;04/25/2022;32.65;Nolan Arenado (R);$22;3B;4;STL
4.3;2022;04/25/2022;31.15;Owen Miller (R);$18;1B;6;CLE
3.7;2022;04/25/2022;29.55;Dylan Carlson (S);$11;OF;6;STL
5.1;2022;04/25/2022;27.85;Nick Ahmed (R);$11;SS;8;ARI
3.7;2022;04/25/2022;25.95;Yadier Molina (R);$7;C;8;STL
3;2022;04/25/2022;23.35;Tomas Nido (R);$7;C;9;NYM
3.7;2022;04/25/2022;20.35;H. Bader (R);$12;OF;9;STL
3.7;2022;04/25/2022;18.70;Edmundo Sosa (R);$12;SS;7;STL
4.2;2022;04/26/2022;92.55;Justin Turner (R);$11;3B;4;LAD
4.2;2022;04/26/2022;92.30;Trea Turner (R);$18;SS;3;LAD
4.2;2022;04/26/2022;91.55;Max Muncy (L);$14;2B;5;LAD
4.2;2022;04/26/2022;90.00;Will Smith (R);$15;C;6;LAD
4.2;2022;04/26/2022;89.75;F. Freeman (L);$22;1B;2;LAD
4.2;2022;04/26/2022;87.55;Mookie Betts (R);$18;OF;1;LAD
2.9;2022;04/26/2022;87.55;Joey Gallo (L);$7;OF;7;NYY
3.9;2022;04/26/2022;87.45;Y. Grandal (S);$11;C;4;CWS
2.9;2022;04/26/2022;84.95;J. Donaldson (R);$15;3B;5;NYY
2.9;2022;04/26/2022;84.55;G. Stanton (R);$15;OF;4;NYY
4.7;2022;04/26/2022;83.75;Brad Miller (L);$11;OF;1;TEX
4.7;2022;04/26/2022;83.75;Corey Seager (L);$14;SS;3;TEX
2.9;2022;04/26/2022;83.70;G. Torres (R);$8;2B;6;NYY
2.9;2022;04/26/2022;83.40;DJ LeMahieu (R);$16;3B;1;NYY
2.9;2022;04/26/2022;81.75;Aaron Judge (R);$20;OF;2;NYY
3.4;2022;04/26/2022;80.40;Bo Bichette (R);$16;SS;2;TOR
3.9;2022;04/26/2022;79.75;Andrew Vaughn (R);$14;OF;2;CWS
3.9;2022;04/26/2022;79.65;Jose Abreu (R);$15;1B;3;CWS
4.6;2022;04/26/2022;78.50;Y. Alvarez (L);$19;OF;4;HOU
4.7;2022;04/26/2022;78.10;Marcus Semien (R);$14;2B;2;TEX
3.4;2022;04/26/2022;78.10;Shohei Ohtani (L);$18;OF;2;LAA
3.9;2022;04/26/2022;77.20;Tim Anderson (R);$20;SS;1;CWS
2.9;2022;04/26/2022;77.10;Anthony Rizzo (L);$20;1B;3;NYY
4.6;2022;04/26/2022;76.65;Kyle Tucker (L);$15;OF;6;HOU
3.6;2022;04/26/2022;75.85;Jesus Aguilar (R);$9;1B;2;MIA
4.6;2022;04/26/2022;75.55;Y. Gurriel (R);$14;1B;5;HOU
4.6;2022;04/26/2022;75.15;Alex Bregman (R);$19;3B;3;HOU
4.2;2022;04/26/2022;75.15;C. Bellinger (L);$18;OF;7;LAD
4.7;2022;04/26/2022;75.10;Kole Calhoun (L);$7;OF;6;TEX
2.5;2022;04/26/2022;75.10;Darin Ruf (R);$9;1B;3;SF
3.4;2022;04/26/2022;74.90;A. Rendon (R);$16;3B;5;LAA
3.9;2022;04/26/2022;74.65;A.J. Pollock (R);$18;OF;5;CWS
3.5;2022;04/26/2022;74.35;Carlos Correa (R);$12;SS;2;MIN
6.1;2022;04/26/2022;74.20;David Peralta (L);$9;OF;3;ARI
3.9;2022;04/26/2022;73.95;Jacob Burger (R);$8;3B;6;CWS
4.7;2022;04/26/2022;73.70;W. Calhoun (L);$7;OF;8;TEX
4.6;2022;04/26/2022;73.45;Jose Siri (R);$9;OF;1;HOU
4.7;2022;04/26/2022;73.25;Nate Lowe (L);$16;1B;4;TEX
3.4;2022;04/26/2022;73.15;Jared Walsh (L);$14;1B;4;LAA
3.6;2022;04/26/2022;71.80;Jorge Soler (R);$14;OF;3;MIA
3.4;2022;04/26/2022;71.60;Mike Trout (R);$24;OF;3;LAA
2.9;2022;04/26/2022;71.10;K. Higashioka (R);$7;C;9;NYY
3.4;2022;04/26/2022;70.90;Raimel Tapia (L);$11;OF;6;TOR
6.1;2022;04/26/2022;70.45;Ketel Marte (S);$10;2B;6;ARI
6.1;2022;04/26/2022;69.95;Pavin Smith (L);$11;OF;2;ARI
4.8;2022;04/26/2022;69.90;W. Merrifield (R);$10;OF;1;KC
3.5;2022;04/26/2022;69.70;Ozzie Albies (S);$21;2B;1;ATL
3.4;2022;04/26/2022;69.15;V. Guerrero Jr. (R);$23;1B;3;TOR
3.9;2022;04/26/2022;69.05;Josh Harrison (R);$7;3B;7;CWS
3.5;2022;04/26/2022;68.90;Jorge Polanco (S);$13;2B;3;MIN
